entity_type,json_payload
Order,"{""id"": 122, ""user_id"": 55, ""total"": 628.66, ""date"": ""2023-03-12T07:10:15"", ""items"": [{""batch_id"": 10, ""qty"": 1, ""price"": 628.66}], ""driver_id"": 10}"
Order,"{""id"": 123, ""user_id"": 75, ""total"": 7115.44, ""date"": ""2024-12-29T12:41:02"", ""items"": [{""batch_id"": 89, ""qty"": 4, ""price"": 639.53}, {""batch_id"": 125, ""qty"": 2, ""price"": 371.18}, {""batch_id"": 17, ""qty"": 2, ""price"": 1907.48}], ""driver_id"": 9}"
Order,"{""id"": 124, ""user_id"": 77, ""total"": 15562.17, ""date"": ""2024-03-29T05:03:33"", ""items"": [{""batch_id"": 16, ""qty"": 5, ""price"": 1628.12}, {""batch_id"": 140, ""qty"": 4, ""price"": 571.7}, {""batch_id"": 19, ""qty"": 3, ""price"": 1711.59}], ""driver_id"": 8}"
Order,"{""id"": 125, ""user_id"": 38, ""total"": 1412.44, ""date"": ""2025-03-29T06:04:33"", ""items"": [{""batch_id"": 1, ""qty"": 2, ""price"": 706.22}], ""driver_id"": 10}"
Order,"{""id"": 126, ""user_id"": 25, ""total"": 580.28, ""date"": ""2022-10-28T07:34:33"", ""items"": [{""batch_id"": 147, ""qty"": 1, ""price"": 580.28}], ""driver_id"": 7}"
Order,"{""id"": 127, ""user_id"": 65, ""total"": 7862.43, ""date"": ""2025-04-25T00:52:46"", ""items"": [{""batch_id"": 11, ""qty"": 5, ""price"": 655.49}, {""batch_id"": 58, ""qty"": 1, ""price"": 238.8}, {""batch_id"": 93, ""qty"": 2, ""price"": 2173.09}], ""driver_id"": 11}"
Order,"{""id"": 128, ""user_id"": 78, ""total"": 10421.56, ""date"": ""2024-11-08T04:47:51"", ""items"": [{""batch_id"": 121, ""qty"": 4, ""price"": 354.22}, {""batch_id"": 40, ""qty"": 4, ""price"": 1232.62}, {""batch_id"": 127, ""qty"": 1, ""price"": 376.34}, {""batch_id"": 40, ""qty"": 3, ""price"": 1232.62}], ""driver_id"": 5}"
Order,"{""id"": 129, ""user_id"": 72, ""total"": 1110.96, ""date"": ""2022-10-12T15:24:06"", ""items"": [{""batch_id"": 109, ""qty"": 1, ""price"": 530.68}, {""batch_id"": 147, ""qty"": 1, ""price"": 580.28}], ""driver_id"": 7}"
Order,"{""id"": 130, ""user_id"": 53, ""total"": 6421.65, ""date"": ""2023-09-29T12:51:40"", ""items"": [{""batch_id"": 107, ""qty"": 5, ""price"": 528.46}, {""batch_id"": 111, ""qty"": 5, ""price"": 550.25}, {""batch_id"": 54, ""qty"": 5, ""price"": 205.62}], ""driver_id"": 5}"
Order,"{""id"": 131, ""user_id"": 21, ""total"": 1623.52, ""date"": ""2023-10-13T00:37:05"", ""items"": [{""batch_id"": 61, ""qty"": 4, ""price"": 405.88}], ""driver_id"": 5}"
Order,"{""id"": 132, ""user_id"": 77, ""total"": 8617.2, ""date"": ""2024-01-05T05:34:02"", ""items"": [{""batch_id"": 28, ""qty"": 4, ""price"": 1943.19}, {""batch_id"": 67, ""qty"": 2, ""price"": 422.22}], ""driver_id"": 7}"
Order,"{""id"": 133, ""user_id"": 16, ""total"": 6428.34, ""date"": ""2023-08-01T19:56:09"", ""items"": [{""batch_id"": 44, ""qty"": 4, ""price"": 1202.22}, {""batch_id"": 54, ""qty"": 2, ""price"": 205.62}, {""batch_id"": 14, ""qty"": 2, ""price"": 604.11}], ""driver_id"": 4}"
Order,"{""id"": 134, ""user_id"": 91, ""total"": 5145.38, ""date"": ""2022-04-08T12:29:21"", ""items"": [{""batch_id"": 2, ""qty"": 5, ""price"": 595.47}, {""batch_id"": 50, ""qty"": 2, ""price"": 191.11}, {""batch_id"": 12, ""qty"": 3, ""price"": 595.27}], ""driver_id"": 6}"
Order,"{""id"": 135, ""user_id"": 110, ""total"": 578.88, ""date"": ""2022-08-15T23:06:47"", ""items"": [{""batch_id"": 139, ""qty"": 1, ""price"": 578.88}], ""driver_id"": 10}"
Order,"{""id"": 136, ""user_id"": 95, ""total"": 9682.69, ""date"": ""2025-03-28T02:53:40"", ""items"": [{""batch_id"": 53, ""qty"": 2, ""price"": 233.5}, {""batch_id"": 36, ""qty"": 1, ""price"": 1369.57}, {""batch_id"": 26, ""qty"": 4, ""price"": 1961.53}], ""driver_id"": 11}"
Order,"{""id"": 137, ""user_id"": 101, ""total"": 12750.53, ""date"": ""2024-09-30T10:23:47"", ""items"": [{""batch_id"": 144, ""qty"": 3, ""price"": 608.54}, {""batch_id"": 96, ""qty"": 3, ""price"": 2221.64}, {""batch_id"": 125, ""qty"": 3, ""price"": 371.18}, {""batch_id"": 138, ""qty"": 5, ""price"": 629.29}], ""driver_id"": 6}"
Order,"{""id"": 138, ""user_id"": 84, ""total"": 2204.68, ""date"": ""2023-06-26T22:48:12"", ""items"": [{""batch_id"": 106, ""qty"": 4, ""price"": 551.17}], ""driver_id"": 7}"
Order,"{""id"": 139, ""user_id"": 106, ""total"": 8171.76, ""date"": ""2022-04-27T02:08:55"", ""items"": [{""batch_id"": 97, ""qty"": 4, ""price"": 2042.94}], ""driver_id"": 10}"
Order,"{""id"": 140, ""user_id"": 42, ""total"": 3843.23, ""date"": ""2024-11-21T11:36:29"", ""items"": [{""batch_id"": 26, ""qty"": 1, ""price"": 1961.53}, {""batch_id"": 127, ""qty"": 5, ""price"": 376.34}], ""driver_id"": 10}"
Order,"{""id"": 141, ""user_id"": 73, ""total"": 411.24, ""date"": ""2023-09-06T06:07:24"", ""items"": [{""batch_id"": 54, ""qty"": 2, ""price"": 205.62}], ""driver_id"": 5}"
Order,"{""id"": 142, ""user_id"": 64, ""total"": 4524.79, ""date"": ""2023-12-20T09:25:31"", ""items"": [{""batch_id"": 77, ""qty"": 3, ""price"": 548.87}, {""batch_id"": 85, ""qty"": 2, ""price"": 627.33}, {""batch_id"": 61, ""qty"": 4, ""price"": 405.88}], ""driver_id"": 8}"
Order,"{""id"": 143, ""user_id"": 98, ""total"": 7602.43, ""date"": ""2023-02-14T10:09:07"", ""items"": [{""batch_id"": 83, ""qty"": 5, ""price"": 551.35}, {""batch_id"": 148, ""qty"": 4, ""price"": 548.07}, {""batch_id"": 109, ""qty"": 5, ""price"": 530.68}], ""driver_id"": 3}"
Order,"{""id"": 144, ""user_id"": 84, ""total"": 2811.81, ""date"": ""2022-10-31T16:17:30"", ""items"": [{""batch_id"": 139, ""qty"": 2, ""price"": 578.88}, {""batch_id"": 83, ""qty"": 3, ""price"": 551.35}], ""driver_id"": 8}"
Order,"{""id"": 145, ""user_id"": 111, ""total"": 5276.42, ""date"": ""2022-03-26T22:18:44"", ""items"": [{""batch_id"": 12, ""qty"": 2, ""price"": 595.27}, {""batch_id"": 97, ""qty"": 2, ""price"": 2042.94}], ""driver_id"": 10}"
Order,"{""id"": 146, ""user_id"": 76, ""total"": 7542.46, ""date"": ""2025-01-02T00:52:33"", ""items"": [{""batch_id"": 141, ""qty"": 3, ""price"": 636.71}, {""batch_id"": 121, ""qty"": 3, ""price"": 354.22}, {""batch_id"": 138, ""qty"": 5, ""price"": 629.29}, {""batch_id"": 4, ""qty"": 2, ""price"": 711.61}], ""driver_id"": 9}"
Order,"{""id"": 147, ""user_id"": 94, ""total"": 6362.5, ""date"": ""2023-11-26T06:08:24"", ""items"": [{""batch_id"": 67, ""qty"": 2, ""price"": 422.22}, {""batch_id"": 149, ""qty"": 5, ""price"": 636.14}, {""batch_id"": 86, ""qty"": 3, ""price"": 573.5}, {""batch_id"": 54, ""qty"": 3, ""price"": 205.62}], ""driver_id"": 6}"
Order,"{""id"": 148, ""user_id"": 109, ""total"": 1764.36, ""date"": ""2023-12-27T01:22:17"", ""items"": [{""batch_id"": 22, ""qty"": 1, ""price"": 1764.36}], ""driver_id"": 6}"
Order,"{""id"": 149, ""user_id"": 59, ""total"": 5689.41, ""date"": ""2024-11-23T15:17:12"", ""items"": [{""batch_id"": 23, ""qty"": 3, ""price"": 1686.06}, {""batch_id"": 6, ""qty"": 1, ""price"": 631.23}], ""driver_id"": 4}"
Order,"{""id"": 150, ""user_id"": 106, ""total"": 4963.96, ""date"": ""2025-03-11T10:15:38"", ""items"": [{""batch_id"": 47, ""qty"": 4, ""price"": 227.55}, {""batch_id"": 17, ""qty"": 2, ""price"": 1907.48}, {""batch_id"": 58, ""qty"": 1, ""price"": 238.8}], ""driver_id"": 8}"
Order,"{""id"": 151, ""user_id"": 86, ""total"": 1771.48, ""date"": ""2024-11-19T19:21:47"", ""items"": [{""batch_id"": 48, ""qty"": 5, ""price"": 228.05}, {""batch_id"": 6, ""qty"": 1, ""price"": 631.23}], ""driver_id"": 9}"
Order,"{""id"": 152, ""user_id"": 66, ""total"": 404.92, ""date"": ""2022-08-04T00:10:13"", ""items"": [{""batch_id"": 46, ""qty"": 2, ""price"": 202.46}], ""driver_id"": 10}"
Order,"{""id"": 153, ""user_id"": 73, ""total"": 7074.27, ""date"": ""2025-05-06T19:15:30"", ""items"": [{""batch_id"": 89, ""qty"": 3, ""price"": 639.53}, {""batch_id"": 1, ""qty"": 2, ""price"": 706.22}, {""batch_id"": 11, ""qty"": 1, ""price"": 655.49}, {""batch_id"": 136, ""qty"": 5, ""price"": 617.55}], ""driver_id"": 7}"
Order,"{""id"": 154, ""user_id"": 105, ""total"": 6249.12, ""date"": ""2024-11-30T16:13:53"", ""items"": [{""batch_id"": 17, ""qty"": 2, ""price"": 1907.48}, {""batch_id"": 144, ""qty"": 4, ""price"": 608.54}], ""driver_id"": 4}"
Order,"{""id"": 155, ""user_id"": 81, ""total"": 9664.08, ""date"": ""2025-04-20T13:59:44"", ""items"": [{""batch_id"": 70, ""qty"": 2, ""price"": 454.43}, {""batch_id"": 124, ""qty"": 4, ""price"": 1164.03}, {""batch_id"": 143, ""qty"": 3, ""price"": 638.9}, {""batch_id"": 64, ""qty"": 5, ""price"": 436.48}], ""driver_id"": 6}"
Order,"{""id"": 156, ""user_id"": 108, ""total"": 3197.4, ""date"": ""2022-07-23T21:01:29"", ""items"": [{""batch_id"": 21, ""qty"": 2, ""price"": 1598.7}], ""driver_id"": 6}"
Order,"{""id"": 157, ""user_id"": 98, ""total"": 1069.9, ""date"": ""2023-07-17T18:07:49"", ""items"": [{""batch_id"": 84, ""qty"": 2, ""price"": 534.95}], ""driver_id"": 3}"
Order,"{""id"": 158, ""user_id"": 89, ""total"": 5149.18, ""date"": ""2023-01-25T19:24:17"", ""items"": [{""batch_id"": 3, ""qty"": 1, ""price"": 622.64}, {""batch_id"": 92, ""qty"": 2, ""price"": 2263.27}], ""driver_id"": 8}"
Order,"{""id"": 159, ""user_id"": 40, ""total"": 1945.5, ""date"": ""2022-09-26T13:52:16"", ""items"": [{""batch_id"": 74, ""qty"": 5, ""price"": 389.1}], ""driver_id"": 10}"
Order,"{""id"": 160, ""user_id"": 50, ""total"": 10897.69, ""date"": ""2024-04-05T23:37:16"", ""items"": [{""batch_id"": 101, ""qty"": 3, ""price"": 2444.17}, {""batch_id"": 85, ""qty"": 5, ""price"": 627.33}, {""batch_id"": 71, ""qty"": 1, ""price"": 428.53}], ""driver_id"": 2}"
Order,"{""id"": 161, ""user_id"": 50, ""total"": 3010.18, ""date"": ""2023-08-08T21:08:54"", ""items"": [{""batch_id"": 123, ""qty"": 1, ""price"": 336.77}, {""batch_id"": 5, ""qty"": 3, ""price"": 640.01}, {""batch_id"": 128, ""qty"": 1, ""price"": 345.98}, {""batch_id"": 51, ""qty"": 2, ""price"": 203.7}], ""driver_id"": 11}"
Order,"{""id"": 162, ""user_id"": 53, ""total"": 16219.75, ""date"": ""2024-03-30T02:09:59"", ""items"": [{""batch_id"": 101, ""qty"": 1, ""price"": 2444.17}, {""batch_id"": 103, ""qty"": 5, ""price"": 2079.54}, {""batch_id"": 149, ""qty"": 4, ""price"": 636.14}, {""batch_id"": 57, ""qty"": 4, ""price"": 208.33}], ""driver_id"": 9}"
Order,"{""id"": 163, ""user_id"": 39, ""total"": 4190.9, ""date"": ""2022-03-13T22:49:28"", ""items"": [{""batch_id"": 73, ""qty"": 5, ""price"": 391.37}, {""batch_id"": 97, ""qty"": 1, ""price"": 2042.94}, {""batch_id"": 50, ""qty"": 1, ""price"": 191.11}], ""driver_id"": 11}"
Order,"{""id"": 164, ""user_id"": 94, ""total"": 1081.92, ""date"": ""2024-01-10T17:36:59"", ""items"": [{""batch_id"": 120, ""qty"": 2, ""price"": 540.96}], ""driver_id"": 10}"
Order,"{""id"": 165, ""user_id"": 58, ""total"": 2309.96, ""date"": ""2024-04-24T17:50:00"", ""items"": [{""batch_id"": 80, ""qty"": 4, ""price"": 577.49}], ""driver_id"": 7}"
Order,"{""id"": 166, ""user_id"": 93, ""total"": 4995.07, ""date"": ""2022-07-17T21:18:23"", ""items"": [{""batch_id"": 82, ""qty"": 2, ""price"": 535.91}, {""batch_id"": 139, ""qty"": 4, ""price"": 578.88}, {""batch_id"": 82, ""qty"": 3, ""price"": 535.91}], ""driver_id"": 11}"
Order,"{""id"": 167, ""user_id"": 49, ""total"": 6458.94, ""date"": ""2023-06-05T11:41:59"", ""items"": [{""batch_id"": 123, ""qty"": 2, ""price"": 336.77}, {""batch_id"": 42, ""qty"": 5, ""price"": 1157.08}], ""driver_id"": 11}"
Order,"{""id"": 168, ""user_id"": 80, ""total"": 203.7, ""date"": ""2023-11-27T20:02:20"", ""items"": [{""batch_id"": 51, ""qty"": 1, ""price"": 203.7}], ""driver_id"": 2}"
Order,"{""id"": 169, ""user_id"": 100, ""total"": 0.0, ""date"": ""2022-01-06T02:59:44"", ""items"": [], ""driver_id"": 7}"
Order,"{""id"": 170, ""user_id"": 100, ""total"": 1687.31, ""date"": ""2022-08-17T19:41:54"", ""items"": [{""batch_id"": 139, ""qty"": 2, ""price"": 578.88}, {""batch_id"": 150, ""qty"": 1, ""price"": 529.55}], ""driver_id"": 8}"
Order,"{""id"": 171, ""user_id"": 63, ""total"": 7212.99, ""date"": ""2024-07-08T06:44:05"", ""items"": [{""batch_id"": 18, ""qty"": 2, ""price"": 1744.51}, {""batch_id"": 127, ""qty"": 4, ""price"": 376.34}, {""batch_id"": 98, ""qty"": 1, ""price"": 2218.61}], ""driver_id"": 9}"
Order,"{""id"": 172, ""user_id"": 36, ""total"": 1770.17, ""date"": ""2025-05-12T20:29:31"", ""items"": [{""batch_id"": 87, ""qty"": 1, ""price"": 606.14}, {""batch_id"": 124, ""qty"": 1, ""price"": 1164.03}], ""driver_id"": 6}"
Order,"{""id"": 173, ""user_id"": 74, ""total"": 6369.11, ""date"": ""2024-01-02T00:48:57"", ""items"": [{""batch_id"": 16, ""qty"": 1, ""price"": 1628.12}, {""batch_id"": 85, ""qty"": 2, ""price"": 627.33}, {""batch_id"": 86, ""qty"": 3, ""price"": 573.5}, {""batch_id"": 90, ""qty"": 3, ""price"": 588.61}], ""driver_id"": 11}"
Order,"{""id"": 174, ""user_id"": 30, ""total"": 23735.04, ""date"": ""2022-01-26T14:49:47"", ""items"": [{""batch_id"": 20, ""qty"": 1, ""price"": 1572.41}, {""batch_id"": 97, ""qty"": 5, ""price"": 2042.94}, {""batch_id"": 97, ""qty"": 2, ""price"": 2042.94}, {""batch_id"": 20, ""qty"": 5, ""price"": 1572.41}], ""driver_id"": 7}"
Order,"{""id"": 175, ""user_id"": 56, ""total"": 7443.64, ""date"": ""2024-01-16T07:33:17"", ""items"": [{""batch_id"": 67, ""qty"": 5, ""price"": 422.22}, {""batch_id"": 28, ""qty"": 1, ""price"": 1943.19}, {""batch_id"": 61, ""qty"": 4, ""price"": 405.88}, {""batch_id"": 90, ""qty"": 3, ""price"": 588.61}], ""driver_id"": 5}"
Order,"{""id"": 176, ""user_id"": 26, ""total"": 2779.46, ""date"": ""2022-10-14T02:22:01"", ""items"": [{""batch_id"": 68, ""qty"": 4, ""price"": 404.17}, {""batch_id"": 38, ""qty"": 1, ""price"": 1162.78}], ""driver_id"": 11}"
Order,"{""id"": 177, ""user_id"": 62, ""total"": 4155.54, ""date"": ""2024-02-17T22:58:49"", ""items"": [{""batch_id"": 71, ""qty"": 3, ""price"": 428.53}, {""batch_id"": 56, ""qty"": 5, ""price"": 233.54}, {""batch_id"": 71, ""qty"": 3, ""price"": 428.53}, {""batch_id"": 57, ""qty"": 2, ""price"": 208.33}], ""driver_id"": 9}"
Order,"{""id"": 178, ""user_id"": 72, ""total"": 19598.02, ""date"": ""2022-05-01T04:57:14"", ""items"": [{""batch_id"": 2, ""qty"": 3, ""price"": 595.47}, {""batch_id"": 99, ""qty"": 5, ""price"": 1927.97}, {""batch_id"": 97, ""qty"": 4, ""price"": 2042.94}], ""driver_id"": 5}"
Order,"{""id"": 179, ""user_id"": 84, ""total"": 9613.84, ""date"": ""2024-01-03T21:15:31"", ""items"": [{""batch_id"": 102, ""qty"": 3, ""price"": 2294.58}, {""batch_id"": 61, ""qty"": 1, ""price"": 405.88}, {""batch_id"": 86, ""qty"": 2, ""price"": 573.5}, {""batch_id"": 90, ""qty"": 2, ""price"": 588.61}], ""driver_id"": 2}"
Order,"{""id"": 180, ""user_id"": 29, ""total"": 6607.26, ""date"": ""2022-11-27T13:56:47"", ""items"": [{""batch_id"": 82, ""qty"": 3, ""price"": 535.91}, {""batch_id"": 148, ""qty"": 4, ""price"": 548.07}, {""batch_id"": 146, ""qty"": 5, ""price"": 561.45}], ""driver_id"": 4}"
Order,"{""id"": 181, ""user_id"": 82, ""total"": 3922.9, ""date"": ""2022-11-17T23:01:44"", ""items"": [{""batch_id"": 94, ""qty"": 2, ""price"": 1961.45}], ""driver_id"": 11}"
Order,"{""id"": 182, ""user_id"": 74, ""total"": 5645.81, ""date"": ""2023-11-20T11:31:04"", ""items"": [{""batch_id"": 77, ""qty"": 1, ""price"": 548.87}, {""batch_id"": 30, ""qty"": 3, ""price"": 1698.98}], ""driver_id"": 4}"
Order,"{""id"": 183, ""user_id"": 26, ""total"": 4085.88, ""date"": ""2022-01-22T05:47:10"", ""items"": [{""batch_id"": 97, ""qty"": 1, ""price"": 2042.94}, {""batch_id"": 97, ""qty"": 1, ""price"": 2042.94}], ""driver_id"": 6}"
Order,"{""id"": 184, ""user_id"": 111, ""total"": 8902.42, ""date"": ""2022-04-28T20:17:45"", ""items"": [{""batch_id"": 99, ""qty"": 4, ""price"": 1927.97}, {""batch_id"": 12, ""qty"": 2, ""price"": 595.27}], ""driver_id"": 3}"
Order,"{""id"": 185, ""user_id"": 32, ""total"": 2353.94, ""date"": ""2024-06-17T11:44:33"", ""items"": [{""batch_id"": 57, ""qty"": 4, ""price"": 208.33}, {""batch_id"": 116, ""qty"": 1, ""price"": 1520.62}], ""driver_id"": 3}"
Order,"{""id"": 186, ""user_id"": 13, ""total"": 1923.78, ""date"": ""2024-11-27T07:53:07"", ""items"": [{""batch_id"": 126, ""qty"": 2, ""price"": 375.14}, {""batch_id"": 78, ""qty"": 2, ""price"": 586.75}], ""driver_id"": 4}"
Order,"{""id"": 187, ""user_id"": 96, ""total"": 2830.29, ""date"": ""2022-06-28T12:49:19"", ""items"": [{""batch_id"": 74, ""qty"": 4, ""price"": 389.1}, {""batch_id"": 50, ""qty"": 1, ""price"": 191.11}, {""batch_id"": 137, ""qty"": 2, ""price"": 541.39}], ""driver_id"": 9}"
Order,"{""id"": 188, ""user_id"": 59, ""total"": 7594.66, ""date"": ""2024-07-28T00:49:39"", ""items"": [{""batch_id"": 113, ""qty"": 4, ""price"": 575.48}, {""batch_id"": 62, ""qty"": 5, ""price"": 450.3}, {""batch_id"": 116, ""qty"": 2, ""price"": 1520.62}], ""driver_id"": 4}"
Order,"{""id"": 189, ""user_id"": 43, ""total"": 5316.92, ""date"": ""2024-03-17T04:33:55"", ""items"": [{""batch_id"": 62, ""qty"": 1, ""price"": 450.3}, {""batch_id"": 45, ""qty"": 2, ""price"": 1253.44}, {""batch_id"": 62, ""qty"": 2, ""price"": 450.3}, {""batch_id"": 7, ""qty"": 2, ""price"": 729.57}], ""driver_id"": 6}"
Order,"{""id"": 190, ""user_id"": 104, ""total"": 1683.85, ""date"": ""2023-07-24T23:38:25"", ""items"": [{""batch_id"": 123, ""qty"": 5, ""price"": 336.77}], ""driver_id"": 5}"
Order,"{""id"": 191, ""user_id"": 31, ""total"": 3857.72, ""date"": ""2024-10-12T20:54:27"", ""items"": [{""batch_id"": 72, ""qty"": 3, ""price"": 419.82}, {""batch_id"": 48, ""qty"": 4, ""price"": 228.05}, {""batch_id"": 23, ""qty"": 1, ""price"": 1686.06}], ""driver_id"": 5}"
Order,"{""id"": 192, ""user_id"": 51, ""total"": 4854.59, ""date"": ""2023-07-20T20:52:03"", ""items"": [{""batch_id"": 111, ""qty"": 2, ""price"": 550.25}, {""batch_id"": 95, ""qty"": 1, ""price"": 2100.58}, {""batch_id"": 106, ""qty"": 3, ""price"": 551.17}], ""driver_id"": 7}"
Order,"{""id"": 193, ""user_id"": 60, ""total"": 9510.21, ""date"": ""2025-04-19T17:22:40"", ""items"": [{""batch_id"": 70, ""qty"": 4, ""price"": 454.43}, {""batch_id"": 87, ""qty"": 5, ""price"": 606.14}, {""batch_id"": 52, ""qty"": 5, ""price"": 233.94}, {""batch_id"": 124, ""qty"": 3, ""price"": 1164.03}], ""driver_id"": 8}"
Order,"{""id"": 194, ""user_id"": 102, ""total"": 0.0, ""date"": ""2022-01-04T12:06:50"", ""items"": [], ""driver_id"": 3}"
Order,"{""id"": 195, ""user_id"": 57, ""total"": 5128.29, ""date"": ""2024-08-27T03:28:21"", ""items"": [{""batch_id"": 75, ""qty"": 5, ""price"": 424.48}, {""batch_id"": 80, ""qty"": 3, ""price"": 577.49}, {""batch_id"": 141, ""qty"": 2, ""price"": 636.71}], ""driver_id"": 3}"
Order,"{""id"": 196, ""user_id"": 50, ""total"": 1220.97, ""date"": ""2023-08-08T08:33:55"", ""items"": [{""batch_id"": 14, ""qty"": 1, ""price"": 604.11}, {""batch_id"": 54, ""qty"": 3, ""price"": 205.62}], ""driver_id"": 4}"
Order,"{""id"": 197, ""user_id"": 87, ""total"": 1715.1, ""date"": ""2024-02-25T12:11:04"", ""items"": [{""batch_id"": 140, ""qty"": 3, ""price"": 571.7}], ""driver_id"": 7}"
Order,"{""id"": 198, ""user_id"": 102, ""total"": 9807.65, ""date"": ""2024-12-27T02:12:51"", ""items"": [{""batch_id"": 26, ""qty"": 5, ""price"": 1961.53}], ""driver_id"": 9}"
Order,"{""id"": 199, ""user_id"": 33, ""total"": 3366.53, ""date"": ""2023-06-10T19:57:26"", ""items"": [{""batch_id"": 14, ""qty"": 5, ""price"": 604.11}, {""batch_id"": 128, ""qty"": 1, ""price"": 345.98}], ""driver_id"": 3}"
Order,"{""id"": 200, ""user_id"": 30, ""total"": 14107.94, ""date"": ""2024-12-05T17:18:23"", ""items"": [{""batch_id"": 127, ""qty"": 1, ""price"": 376.34}, {""batch_id"": 72, ""qty"": 3, ""price"": 419.82}, {""batch_id"": 81, ""qty"": 2, ""price"": 681.97}, {""batch_id"": 96, ""qty"": 5, ""price"": 2221.64}], ""driver_id"": 3}"
Order,"{""id"": 201, ""user_id"": 85, ""total"": 2099.1, ""date"": ""2024-11-14T14:58:11"", ""items"": [{""batch_id"": 72, ""qty"": 5, ""price"": 419.82}], ""driver_id"": 9}"
Order,"{""id"": 202, ""user_id"": 57, ""total"": 3356.1, ""date"": ""2022-01-27T21:41:58"", ""items"": [{""batch_id"": 137, ""qty"": 4, ""price"": 541.39}, {""batch_id"": 12, ""qty"": 2, ""price"": 595.27}], ""driver_id"": 4}"
Order,"{""id"": 203, ""user_id"": 47, ""total"": 26680.84, ""date"": ""2022-03-28T09:04:39"", ""items"": [{""batch_id"": 137, ""qty"": 4, ""price"": 541.39}, {""batch_id"": 97, ""qty"": 2, ""price"": 2042.94}, {""batch_id"": 97, ""qty"": 5, ""price"": 2042.94}, {""batch_id"": 97, ""qty"": 5, ""price"": 2042.94}], ""driver_id"": 6}"
Order,"{""id"": 204, ""user_id"": 81, ""total"": 11137.68, ""date"": ""2023-09-05T20:28:56"", ""items"": [{""batch_id"": 33, ""qty"": 5, ""price"": 1140.12}, {""batch_id"": 129, ""qty"": 4, ""price"": 349.38}, {""batch_id"": 104, ""qty"": 2, ""price"": 2019.78}], ""driver_id"": 9}"
Order,"{""id"": 205, ""user_id"": 33, ""total"": 3922.21, ""date"": ""2022-12-11T23:19:57"", ""items"": [{""batch_id"": 83, ""qty"": 1, ""price"": 551.35}, {""batch_id"": 146, ""qty"": 2, ""price"": 561.45}, {""batch_id"": 109, ""qty"": 3, ""price"": 530.68}, {""batch_id"": 132, ""qty"": 2, ""price"": 327.96}], ""driver_id"": 4}"
Order,"{""id"": 206, ""user_id"": 81, ""total"": 1122.9, ""date"": ""2022-11-26T03:12:02"", ""items"": [{""batch_id"": 146, ""qty"": 2, ""price"": 561.45}], ""driver_id"": 11}"
Order,"{""id"": 207, ""user_id"": 49, ""total"": 13170.64, ""date"": ""2024-12-15T01:38:06"", ""items"": [{""batch_id"": 144, ""qty"": 5, ""price"": 608.54}, {""batch_id"": 23, ""qty"": 4, ""price"": 1686.06}, {""batch_id"": 6, ""qty"": 5, ""price"": 631.23}, {""batch_id"": 47, ""qty"": 1, ""price"": 227.55}], ""driver_id"": 3}"
Order,"{""id"": 208, ""user_id"": 56, ""total"": 2413.86, ""date"": ""2022-12-07T04:21:03"", ""items"": [{""batch_id"": 66, ""qty"": 3, ""price"": 415.52}, {""batch_id"": 74, ""qty"": 3, ""price"": 389.1}], ""driver_id"": 8}"
Order,"{""id"": 209, ""user_id"": 45, ""total"": 10168.38, ""date"": ""2023-08-05T22:59:08"", ""items"": [{""batch_id"": 95, ""qty"": 2, ""price"": 2100.58}, {""batch_id"": 14, ""qty"": 2, ""price"": 604.11}, {""batch_id"": 123, ""qty"": 5, ""price"": 336.77}, {""batch_id"": 15, ""qty"": 5, ""price"": 615.03}], ""driver_id"": 7}"
Order,"{""id"": 210, ""user_id"": 102, ""total"": 2961.18, ""date"": ""2024-09-22T15:42:53"", ""items"": [{""batch_id"": 141, ""qty"": 3, ""price"": 636.71}, {""batch_id"": 6, ""qty"": 1, ""price"": 631.23}, {""batch_id"": 72, ""qty"": 1, ""price"": 419.82}], ""driver_id"": 11}"
Order,"{""id"": 211, ""user_id"": 48, ""total"": 11040.4, ""date"": ""2022-10-04T05:41:08"", ""items"": [{""batch_id"": 148, ""qty"": 2, ""price"": 548.07}, {""batch_id"": 3, ""qty"": 4, ""price"": 622.64}, {""batch_id"": 132, ""qty"": 5, ""price"": 327.96}, {""batch_id"": 38, ""qty"": 5, ""price"": 1162.78}], ""driver_id"": 9}"
Order,"{""id"": 212, ""user_id"": 96, ""total"": 14057.38, ""date"": ""2024-12-02T09:43:40"", ""items"": [{""batch_id"": 40, ""qty"": 4, ""price"": 1232.62}, {""batch_id"": 88, ""qty"": 3, ""price"": 585.31}, {""batch_id"": 98, ""qty"": 2, ""price"": 2218.61}, {""batch_id"": 78, ""qty"": 5, ""price"": 586.75}], ""driver_id"": 6}"
Order,"{""id"": 213, ""user_id"": 52, ""total"": 13977.4, ""date"": ""2025-05-28T05:34:41"", ""items"": [{""batch_id"": 130, ""qty"": 2, ""price"": 357.05}, {""batch_id"": 1, ""qty"": 5, ""price"": 706.22}, {""batch_id"": 118, ""qty"": 5, ""price"": 1946.44}], ""driver_id"": 9}"
Order,"{""id"": 214, ""user_id"": 111, ""total"": 683.78, ""date"": ""2023-09-27T11:45:10"", ""items"": [{""batch_id"": 134, ""qty"": 2, ""price"": 341.89}], ""driver_id"": 9}"
